date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:04:28	34094/34094	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:30:15%20GMT	http://0effortthemes.com/awesomeIdeas/images/work/work6.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/work/work6.jpg	(from http://0effortthemes.com/awesomeIdeas/workDetails.html)
21:04:30	12929/12929	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:30:03%20GMT	http://0effortthemes.com/awesomeIdeas/images/team/teamd3.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/team/teamd3.jpg	(from http://0effortthemes.com/awesomeIdeas/teamDetails.html)
21:04:31	17901/17901	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:30:02%20GMT	http://0effortthemes.com/awesomeIdeas/images/team/teamd2.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/team/teamd2.jpg	(from http://0effortthemes.com/awesomeIdeas/teamDetails.html)
21:04:32	27616/27616	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:30:02%20GMT	http://0effortthemes.com/awesomeIdeas/images/team/teamd1.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/team/teamd1.jpg	(from http://0effortthemes.com/awesomeIdeas/teamDetails.html)
21:04:34	23375/23375	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:30:04%20GMT	http://0effortthemes.com/awesomeIdeas/images/team/teamd4.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/team/teamd4.jpg	(from http://0effortthemes.com/awesomeIdeas/teamDetails.html)
21:04:35	409/409	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Oct%202017%2001:04:33%20GMT	http://0effortthemes.com/awesomeIdeas/gallery.html	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/gallery.html	(from http://0effortthemes.com/awesomeIdeas/blogPageDetails.html)
21:04:35	24522/24522	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:30:05%20GMT	http://0effortthemes.com/awesomeIdeas/images/team/teamd5.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/team/teamd5.jpg	(from http://0effortthemes.com/awesomeIdeas/teamDetails.html)
21:04:36	8248/8248	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:28:54%20GMT	http://0effortthemes.com/awesomeIdeas/images/blog/blogt1.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/blog/blogt1.jpg	(from http://0effortthemes.com/awesomeIdeas/blogPageDetails.html)
21:04:37	29916/29916	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:30:06%20GMT	http://0effortthemes.com/awesomeIdeas/images/team/teamd6.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/team/teamd6.jpg	(from http://0effortthemes.com/awesomeIdeas/teamDetails.html)
21:04:37	8570/8570	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:28:55%20GMT	http://0effortthemes.com/awesomeIdeas/images/blog/blogt2.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/blog/blogt2.jpg	(from http://0effortthemes.com/awesomeIdeas/blogPageDetails.html)
21:04:37	6745/6745	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:28:55%20GMT	http://0effortthemes.com/awesomeIdeas/images/blog/blogt3.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/blog/blogt3.jpg	(from http://0effortthemes.com/awesomeIdeas/blogPageDetails.html)
21:04:38	3565/3565	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:29:08%20GMT	http://0effortthemes.com/awesomeIdeas/images/gallery/gallery1.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/gallery/gallery1.jpg	(from http://0effortthemes.com/awesomeIdeas/blogPageDetails.html)
21:04:38	3854/3854	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:29:08%20GMT	http://0effortthemes.com/awesomeIdeas/images/gallery/gallery2.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/gallery/gallery2.jpg	(from http://0effortthemes.com/awesomeIdeas/blogPageDetails.html)
21:04:38	161311/161311	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:30:11%20GMT	http://0effortthemes.com/awesomeIdeas/images/work/coffee_glass.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/work/coffee_glass.png	(from http://0effortthemes.com/awesomeIdeas/workDetails.html)
21:04:38	4216/4216	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:29:09%20GMT	http://0effortthemes.com/awesomeIdeas/images/gallery/gallery3.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/gallery/gallery3.jpg	(from http://0effortthemes.com/awesomeIdeas/blogPageDetails.html)
21:04:39	3875/3875	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:29:09%20GMT	http://0effortthemes.com/awesomeIdeas/images/gallery/gallery4.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/gallery/gallery4.jpg	(from http://0effortthemes.com/awesomeIdeas/blogPageDetails.html)
21:04:39	4031/4031	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:29:10%20GMT	http://0effortthemes.com/awesomeIdeas/images/gallery/gallery5.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/gallery/gallery5.jpg	(from http://0effortthemes.com/awesomeIdeas/blogPageDetails.html)
21:04:39	4227/4227	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:29:10%20GMT	http://0effortthemes.com/awesomeIdeas/images/gallery/gallery6.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/gallery/gallery6.jpg	(from http://0effortthemes.com/awesomeIdeas/blogPageDetails.html)
21:04:39	11212/11212	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:28:56%20GMT	http://0effortthemes.com/awesomeIdeas/images/blog/oeffortImage.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/blog/oeffortImage.jpg	(from http://0effortthemes.com/awesomeIdeas/blogPageDetails.html)
21:04:40	2958/2958	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:28:51%20GMT	http://0effortthemes.com/awesomeIdeas/images/blog/blogcomment1.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/blog/blogcomment1.jpg	(from http://0effortthemes.com/awesomeIdeas/blogPageDetails.html)
21:04:40	2853/2853	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:28:52%20GMT	http://0effortthemes.com/awesomeIdeas/images/blog/blogcomment2.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/blog/blogcomment2.jpg	(from http://0effortthemes.com/awesomeIdeas/blogPageDetails.html)
21:04:41	1626/1626	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2012%20Oct%202015%2013:29:27%20GMT	http://0effortthemes.com/awesomeIdeas/images/product/grid.svg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/product/grid.svg	(from http://0effortthemes.com/awesomeIdeas/product.html)
21:04:43	38915/38915	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:28:50%20GMT	http://0effortthemes.com/awesomeIdeas/images/blog/blog-container.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/blog/blog-container.jpg	(from http://0effortthemes.com/awesomeIdeas/blog-details.html)
21:04:53	76860/76860	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:40%20GMT	http://0effortthemes.com/awesomeIdeas/images/productpage/small-03.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/productpage/small-03.png	(from http://0effortthemes.com/awesomeIdeas/product.html)
21:04:54	5952/5952	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Oct%202015%2013:28:10%20GMT	http://0effortthemes.com/awesomeIdeas/shopcart.html	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/shopcart.html	(from http://0effortthemes.com/awesomeIdeas/product.html)
21:04:54	918/918	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:23%20GMT	http://0effortthemes.com/awesomeIdeas/images/icons/shopping.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/icons/shopping.png	(from http://0effortthemes.com/awesomeIdeas/product.html)
21:04:56	76100/76100	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:43%20GMT	http://0effortthemes.com/awesomeIdeas/images/productpage/small-05.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/productpage/small-05.png	(from http://0effortthemes.com/awesomeIdeas/product.html)
21:04:56	93730/93730	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:38%20GMT	http://0effortthemes.com/awesomeIdeas/images/productpage/big-02.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/productpage/big-02.png	(from http://0effortthemes.com/awesomeIdeas/product.html)
21:04:57	10999/10999	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2005%20Sep%202016%2008:41:39%20GMT	http://0effortthemes.com/awesomeIdeas/scripts/main.js	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/scripts/main.js	(from http://0effortthemes.com/awesomeIdeas/)
21:05:04	282677/282677	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:36%20GMT	http://0effortthemes.com/awesomeIdeas/images/productpage/big-01.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/productpage/big-01.png	(from http://0effortthemes.com/awesomeIdeas/product.html)
21:05:07	13048/13048	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:30:00%20GMT	http://0effortthemes.com/awesomeIdeas/images/team/team4.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/team/team4.jpg	(from http://0effortthemes.com/awesomeIdeas/styles/main.css)
21:05:08	33165/33165	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2013:30:00%20GMT	http://0effortthemes.com/awesomeIdeas/images/team/team3.jpg	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/team/team3.jpg	(from http://0effortthemes.com/awesomeIdeas/styles/main.css)
21:05:08	52961/52961	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202015%2013:29:43%20GMT	http://0effortthemes.com/awesomeIdeas/images/productpage/small-06.png	C:/Users/Brenda/Desktop/Projects/clauniverse.github.io/AI/0effortthemes.com/awesomeIdeas/images/productpage/small-06.png	(from http://0effortthemes.com/awesomeIdeas/product.html)
